,id,host_acceptance_rate,host_is_superhost,neighbourhood,latitude,longitude,room_type,accommodates,bedrooms,beds,amenities,price_in_dollar,minimum_nights,maximum_nights,has_availability,availability_30,number_of_reviews_l30d,review_scores_rating,instant_bookable,price_per_person,minimum_price,discount_per_5_days_booked,discount_per_10_days_booked,discount_per_30_and_more_days_booked,service_cost,available,five_day_dollar_price
366,1645011,0.46,False,Centrum-Oost,52.38,4.89,Entire home/apt,4,3,3,13,397.0,3,1125,True,0,0,4.94,False,99.25,1191,0.13,0.2,0.3,4.99,0.00821917808219178,1964.4520547945206
367,1649932,0.72,False,Centrum-Oost,52.38,4.9,Entire home/apt,3,2,2,7,125.0,5,30,True,0,0,5.0,False,41.66,625,0.07,0.11,0.19,4.99,0.0,625.0
368,1657879,0.0,False,De Baarsjes - Oud-West,52.34,4.855,Entire home/apt,3,1,2,9,119.0,6,30,True,0,0,4.92,False,39.66,714,0.07,0.13,0.19,4.99,0.0,595.0
370,1662676,0.0,False,Centrum-West,52.38,4.883,Entire home/apt,2,1,2,3,100.0,15,30,False,0,0,4.85,False,50.0,1500,0.07,0.12,0.14,4.99,0.0,500.0
372,1681041,0.0,False,Zuid,52.34,4.883,Entire home/apt,6,3,4,9,200.0,7,300,True,0,0,5.0,False,33.34,1400,0.11,0.15,0.22,4.99,0.038356164383561646,1056.7397260273972
375,1708637,0.81,False,De Pijp - Rivierenbuurt,52.34,4.9,Private room,2,1,1,4,84.0,3,31,True,3,3,4.6,False,42.0,252,0.06,0.11,0.15,4.99,0.6109589041095891,446.4931506849315
376,1713147,0.01,False,De Pijp - Rivierenbuurt,52.34,4.895,Entire home/apt,6,4,4,10,299.0,4,1125,True,0,0,4.75,False,49.84,1196,0.08,0.22,0.26,4.99,0.021917808219178082,1495.0
378,1723463,0.0,False,Watergraafsmeer,52.34,4.938,Entire home/apt,4,3,4,15,200.0,5,21,True,0,0,4.91,False,50.0,1000,0.07,0.15,0.22,4.99,0.4246575342465753,1000.0
379,1727103,0.0,False,De Pijp - Rivierenbuurt,52.34,4.91,Entire home/apt,4,2,3,9,175.0,3,1125,True,0,0,4.91,False,43.75,525,0.09,0.2,0.22,4.99,0.0,1233.4246575342465
380,1731246,0.0,False,De Pijp - Rivierenbuurt,52.34,4.89,Entire home/apt,4,2,2,5,273.0,3,1125,True,2,0,4.95,False,68.25,819,0.09,0.23,0.28,4.99,0.07945205479452055,1121.849315068493
381,1733772,0.56,True,Oud-Noord,52.38,4.938,Entire home/apt,2,1,1,6,180.0,3,14,True,0,0,4.83,True,90.0,540,0.07,0.1,0.17,4.99,0.14520547945205478,900.0
382,1734564,0.51,False,Centrum-West,52.38,4.89,Entire home/apt,2,1,1,12,229.0,3,1125,True,0,3,4.82,False,114.5,687,0.07,0.12,0.21,4.99,0.00821917808219178,1145.0
384,1734769,1.0,False,Geuzenveld - Slotermeer,52.38,4.836,Entire home/apt,4,3,4,10,245.0,5,30,True,0,0,4.85,False,61.25,1225,0.08,0.25,0.21,4.99,0.07945205479452055,1855.13698630137
385,1766570,0.83,False,Centrum-Oost,52.38,4.887,Entire home/apt,4,2,2,18,332.0,7,180,True,5,0,4.5,False,83.0,2324,0.09,0.25,0.25,4.99,0.1178082191780822,1595.4109589041095
387,1771760,1.0,False,Bos en Lommer,52.38,4.85,Private room,2,1,1,5,82.0,4,21,True,0,1,4.8,False,41.0,328,0.06,0.07,0.16,4.99,0.0,355.1095890410959
390,1792271,0.52,False,Westerpark,52.38,4.87,Entire home/apt,2,1,1,7,150.0,4,4,True,0,1,4.97,False,75.0,600,0.07,0.2,0.21,4.99,0.0,750.6849315068494
393,1798944,1.0,True,Centrum-West,52.38,4.887,Private room,2,1,1,3,60.0,3,30,True,6,5,4.31,False,30.0,180,0.07,0.14,0.17,2.99,0.6931506849315069,301.986301369863
394,1798945,0.0,False,Centrum-Oost,52.38,4.9,Entire home/apt,4,1,1,15,365.0,5,1125,True,0,0,4.81,False,91.25,1825,0.1,0.18,0.26,4.99,0.0,1853.9315068493152
396,1812581,0.5,False,De Baarsjes - Oud-West,52.38,4.86,Entire home/apt,4,3,3,13,400.0,4,365,True,0,0,4.32,True,100.0,1600,0.05,0.23,0.28,10.99,0.5917808219178082,2000.0
398,1828391,1.0,False,Noord-West,52.4,4.906,Entire home/apt,5,4,5,5,200.0,3,1125,True,0,0,4.9,False,40.0,600,0.1,0.15,0.2,4.99,0.0,1000.0
400,1831427,0.5,False,Centrum-Oost,52.38,4.926,Entire home/apt,2,1,1,5,120.0,4,21,True,2,0,3.83,False,60.0,480,0.08,0.13,0.2,4.99,0.4301369863013699,600.0
402,1838751,0.99,False,Centrum-West,52.38,4.88,Entire home/apt,2,1,1,1,100.0,4,10,True,0,0,4.69,True,50.0,400,0.05,0.16,0.15,4.99,0.0,500.05479452054794
403,1845443,0.86,False,Westerpark,52.38,4.87,Entire home/apt,2,2,1,5,122.0,25,365,True,2,0,4.95,False,61.0,3050,0.04,0.13,0.19,4.99,0.005479452054794521,609.2465753424658
406,1863996,0.0,False,Bos en Lommer,52.38,4.855,Entire home/apt,2,2,2,2,75.0,3,1125,True,0,0,4.37,False,37.5,225,0.05,0.12,0.15,4.99,0.0,375.0
411,1901877,0.76,True,Centrum-West,52.38,4.887,Private room,2,1,2,3,105.0,3,1125,True,5,4,4.89,False,52.5,315,0.09,0.12,0.14,4.99,0.6876712328767123,525.0
413,1912704,0.76,False,Centrum-West,52.38,4.887,Entire home/apt,2,1,1,8,180.0,3,60,True,2,3,5.0,False,90.0,540,0.08,0.2,0.24,4.99,0.5013698630136987,830.0410958904109
414,1919184,0.75,False,De Baarsjes - Oud-West,52.38,4.863,Entire home/apt,3,1,2,12,299.0,2,10,True,10,0,4.54,False,99.7,598,0.08,0.29,0.2,4.99,0.09863013698630137,1330.8219178082193
415,1924485,0.76,False,De Pijp - Rivierenbuurt,52.34,4.89,Private room,4,1,4,1,95.0,3,1125,True,0,0,4.92,True,23.75,285,0.05,0.12,0.14,4.99,0.0,474.972602739726
417,1927634,0.81,False,Oostelijk Havengebied - Indische Buurt,52.38,4.934,Entire home/apt,4,3,3,14,482.0,8,30,True,0,0,4.69,True,120.5,3856,0.07,0.16,0.22,10.99,0.0,2368.904109589041
418,1928474,0.44,False,Noord-West,52.4,4.902,Entire home/apt,6,4,6,5,130.0,4,21,True,0,0,4.75,False,21.67,520,0.07,0.19,0.18,4.99,0.31232876712328766,822.3835616438356
419,1929777,0.8,False,De Pijp - Rivierenbuurt,52.34,4.895,Entire home/apt,4,2,2,8,230.0,3,1124,True,0,0,4.97,False,57.5,690,0.06,0.16,0.24,4.99,0.0,1150.0
424,1954182,0.2,False,De Baarsjes - Oud-West,52.38,4.87,Entire home/apt,2,1,1,5,150.0,14,365,True,0,0,4.9,False,75.0,2100,0.09,0.14,0.23,4.99,0.0,750.0
425,1954308,0.0,False,De Baarsjes - Oud-West,52.38,4.86,Entire home/apt,3,2,2,7,130.0,4,1125,True,0,0,4.71,False,43.34,520,0.06,0.11,0.13,4.99,0.0,650.0
426,1957337,0.0,False,Oud-Oost,52.34,4.918,Entire home/apt,4,2,3,8,275.0,3,14,True,0,0,5.0,False,68.75,825,0.09,0.19,0.18,4.99,0.06027397260273973,1375.0
428,1964479,0.56,False,Oud-Noord,52.38,4.918,Entire home/apt,4,3,2,13,350.0,3,1125,True,0,0,4.75,False,87.5,1050,0.09,0.08,0.26,4.99,0.28493150684931506,1750.0
429,1977828,0.75,False,Bos en Lommer,52.38,4.855,Entire home/apt,3,1,1,1,75.0,3,1125,True,0,0,4.74,False,25.0,225,0.07,0.13,0.17,4.99,0.0,519.972602739726
435,2023961,0.0,False,Centrum-West,52.38,4.887,Entire home/apt,2,1,1,8,114.0,4,30,True,0,0,4.86,False,57.0,456,0.06,0.08,0.2,4.99,0.0,571.2328767123288
437,2065321,0.27,False,De Pijp - Rivierenbuurt,52.34,4.89,Entire home/apt,2,1,1,7,170.0,3,15,True,0,1,4.83,False,85.0,510,0.08,0.19,0.12,4.99,0.01643835616438356,850.0
439,2074047,1.0,False,Westerpark,52.38,4.87,Entire home/apt,4,1,1,12,185.0,6,30,True,0,0,4.95,False,46.25,1110,0.07,0.12,0.21,4.99,0.2821917808219178,918.8356164383562
440,2080040,0.54,True,Zuid,52.34,4.848,Entire home/apt,3,1,2,12,134.0,7,1125,True,9,1,4.51,False,44.66,938,0.07,0.07,0.18,4.99,0.4904109589041096,825.5890410958904
441,2080427,1.0,False,Oud-Oost,52.34,4.914,Entire home/apt,2,1,1,6,102.0,6,15,True,0,0,4.47,False,51.0,612,0.07,0.15,0.15,4.99,0.0,510.0
443,2088011,1.0,False,Oud-Oost,52.38,4.93,Entire home/apt,2,1,1,4,150.0,3,30,True,0,1,5.0,False,75.0,450,0.06,0.19,0.15,4.99,0.0,750.0
446,2097548,0.33,False,Noord-West,52.4,4.918,Entire home/apt,4,3,4,6,150.0,3,21,True,0,0,4.89,False,37.5,450,0.07,0.25,0.25,4.99,0.03561643835616438,754.5205479452055
447,2116479,0.63,False,Westerpark,52.38,4.867,Entire home/apt,2,1,1,3,125.0,3,10,True,0,0,4.48,False,62.5,375,0.06,0.14,0.15,4.99,0.0,625.0
448,2116719,0.31,False,Oud-Noord,52.4,4.93,Entire home/apt,4,1,4,10,205.0,2,3,True,0,0,4.67,False,51.25,410,0.11,0.21,0.27,4.99,0.0,1096.6986301369864
449,2144304,0.8,False,Zuid,52.34,4.88,Entire home/apt,6,4,4,17,466.0,3,1125,True,0,0,4.89,True,77.7,1398,0.03,0.25,0.22,10.99,0.019178082191780823,2330.0
450,2144308,0.86,False,Noord-West,52.4,4.918,Entire home/apt,2,1,1,8,90.0,3,1125,True,0,0,4.84,True,45.0,270,0.06,0.13,0.16,4.99,0.0,451.64383561643837
457,2224903,0.67,False,Oud-Oost,52.34,4.914,Entire home/apt,4,2,4,9,225.0,3,3,True,0,1,4.13,False,56.25,675,0.08,0.14,0.25,4.99,0.4794520547945205,1105.4109589041095
459,2235708,0.68,False,De Pijp - Rivierenbuurt,52.34,4.9,Entire home/apt,2,1,1,4,139.0,6,1124,True,0,0,4.81,False,69.5,834,0.07,0.12,0.21,4.99,0.024657534246575342,886.7808219178082
460,2255109,0.91,False,Oostelijk Havengebied - Indische Buurt,52.38,4.945,Entire home/apt,4,3,5,6,231.0,3,1125,True,0,0,4.75,False,57.75,693,0.11,0.27,0.23,4.99,0.01643835616438356,1180.5479452054794
462,2344785,1.0,True,De Baarsjes - Oud-West,52.38,4.88,Private room,4,2,2,7,240.0,3,1001,True,2,4,4.89,False,60.0,720,0.08,0.12,0.22,4.99,0.3698630136986301,1075.7808219178082
464,2368869,0.6,False,Centrum-West,52.38,4.887,Entire home/apt,4,2,2,4,250.0,3,30,True,0,0,4.82,True,62.5,750,0.11,0.26,0.25,4.99,0.010958904109589041,1311.6438356164383
465,2376883,0.0,False,Centrum-West,52.38,4.883,Private room,2,1,2,11,179.0,3,7,True,0,0,5.0,True,89.5,537,0.07,0.19,0.16,4.99,0.3041095890410959,906.3698630136986
466,2384332,0.64,False,Centrum-West,52.38,4.887,Entire home/apt,3,2,2,13,300.0,3,30,True,0,0,4.96,False,100.0,900,0.1,0.3,0.13,4.99,0.03287671232876712,1500.0
467,2388275,1.0,False,De Baarsjes - Oud-West,52.38,4.85,Entire home/apt,2,1,1,10,250.0,3,30,True,3,0,4.8,False,125.0,750,0.1,0.13,0.3,4.99,0.0273972602739726,1250.0
468,2400486,0.73,False,Slotervaart,52.34,4.832,Entire home/apt,2,1,1,4,130.0,4,7,True,0,2,4.89,False,65.0,520,0.09,0.16,0.2,4.99,0.4410958904109589,650.0
473,2435572,0.88,True,Centrum-West,52.38,4.887,Private room,2,1,1,4,125.0,3,30,True,4,7,4.79,False,62.5,375,0.07,0.18,0.12,4.99,0.8657534246575342,518.4520547945206
475,2455913,0.52,False,Centrum-Oost,52.34,4.9,Entire home/apt,2,1,1,9,225.0,3,1125,True,0,1,4.88,False,112.5,675,0.08,0.21,0.3,4.99,0.0136986301369863,1162.945205479452
477,2469007,0.25,False,De Baarsjes - Oud-West,52.38,4.867,Entire home/apt,4,2,2,11,400.0,3,1125,True,0,0,4.74,True,100.0,1200,0.08,0.19,0.22,10.99,0.15616438356164383,2000.0
478,2471617,0.49,True,Centrum-Oost,52.38,4.902,Entire home/apt,4,1,3,5,144.0,3,1125,True,0,9,4.95,False,36.0,432,0.05,0.21,0.21,4.99,0.019178082191780823,713.0410958904109
479,2474754,0.0,False,Centrum-West,52.38,4.887,Entire home/apt,2,1,1,10,255.0,5,1125,True,16,1,4.6,False,127.5,1275,0.1,0.25,0.22,4.99,0.9506849315068493,1275.0
480,2476314,0.0,False,Oud-Oost,52.34,4.918,Entire home/apt,5,4,2,10,170.0,12,1125,True,0,0,5.0,False,34.0,2040,0.07,0.26,0.19,4.99,0.0,850.0
489,2534166,0.84,False,Bos en Lommer,52.38,4.855,Private room,2,1,1,6,65.0,3,30,True,0,0,4.7,False,32.5,195,0.06,0.13,0.15,2.99,0.6767123287671233,303.7671232876712
492,2573607,0.0,False,Centrum-West,52.38,4.88,Entire home/apt,2,1,1,5,99.0,3,1125,True,0,0,4.79,False,49.5,297,0.04,0.12,0.16,4.99,0.0,495.0
496,2623099,1.0,False,De Baarsjes - Oud-West,52.38,4.875,Private room,2,1,1,9,117.0,3,14,True,7,1,4.8,True,58.5,351,0.08,0.22,0.16,4.99,0.4301369863013699,595.2465753424658
497,2633912,0.0,False,Centrum-West,52.38,4.883,Entire home/apt,2,1,1,9,136.0,3,4,True,0,0,4.92,False,68.0,408,0.06,0.11,0.18,4.99,0.005479452054794521,680.0
499,2638773,1.0,False,Watergraafsmeer,52.34,4.93,Entire home/apt,4,3,3,11,300.0,5,15,True,0,0,4.88,True,75.0,1500,0.08,0.26,0.36,4.99,0.4520547945205479,1544.4109589041095
501,2639773,0.66,True,Centrum-West,52.38,4.883,Private room,2,1,1,8,137.0,3,30,True,0,7,4.74,True,68.5,411,0.06,0.13,0.18,4.99,0.2136986301369863,733.3972602739726
503,2648251,0.91,True,Bos en Lommer,52.38,4.848,Entire home/apt,4,1,2,1,130.0,4,1125,True,1,2,4.72,False,32.5,520,0.06,0.11,0.21,4.99,0.0821917808219178,654.3150684931506
504,2667413,0.58,False,Noord-Oost,52.38,4.957,Entire home/apt,6,4,8,13,239.0,4,14,True,0,0,4.79,True,39.84,956,0.09,0.22,0.26,4.99,0.4438356164383562,1198.2876712328766
505,2668398,0.6,False,De Baarsjes - Oud-West,52.38,4.85,Entire home/apt,3,2,3,8,150.0,3,6,True,2,2,4.9,False,50.0,450,0.09,0.16,0.18,4.99,0.005479452054794521,737.6712328767123
507,2697739,0.95,False,De Baarsjes - Oud-West,52.38,4.855,Entire home/apt,4,2,4,12,281.0,3,1125,True,0,0,4.93,False,70.25,843,0.14,0.18,0.21,4.99,0.3232876712328767,1422.6027397260275
